id,product_category,product_subcategory,quantity_kg,unit_price_initial,days_until_expiry,storage_condition,packaging_type,collection_datetime,day_of_week,month_of_year,season,is_holiday,pickup_store_id,pickup_city,distance_to_partner_km,partner_id_destination,partner_storage_capacity,partner_typical_demand,weather_temperature,rainfall_mm,time_to_sell_hours,was_sold,final_discount_rate,wastage_reason,partner_satisfaction_score
12998,Boulangerie,Pain,95.7,1.42,1,Ambiante,Plastique,2024-02-19 08:00:00,Monday,2,Sèche,0,S012,Abidjan,8.7,P023,1089,201.4,31.9,2.7,9.1,1,63.3,,3
12999,Viande & Poisson,Boeuf,45.9,4.03,2,Frais,Carton,2025-06-03 16:00:00,Tuesday,6,Pluies,0,S005,Yamoussoukro,25.3,P017,1081,641.2,27.9,0.0,20.3,1,78.6,,4
13000,Épicerie Sèche,Riz,56.2,1.95,55,Sec,Vrac,2025-02-16 18:00:00,Sunday,2,Sèche,0,S020,Yamoussoukro,32.7,P013,552,43.6,26.1,1.0,307.5,1,79.0,,4
13001,Fruits & Légumes,Légumes racines,49.9,1.07,1,Frais,Plastique,2024-02-03 04:00:00,Saturday,2,Sèche,0,S026,Abidjan,10.2,P002,1781,140.9,30.2,0.7,13.7,0,87.7,Périmé avant collecte partenaire,2
13002,Fruits & Légumes,Légumes racines,11.9,1.11,2,Frais,Carton,2024-09-25 08:00:00,Wednesday,9,Pluies,0,S011,Yamoussoukro,17.3,P011,503,558.1,29.4,6.5,17.5,1,59.7,,4
13003,Fruits & Légumes,Agrumes,28.9,1.4,1,Frais,Plastique,2024-08-12 18:00:00,Monday,8,Pluies,0,S033,Korhogo,38.2,P024,1629,587.5,25.4,4.6,19.4,0,57.4,Refusé par partenaire (qualité),2
13004,Surgelés,Plats préparés surgelés,13.5,2.73,28,Surgelé,Carton,2024-01-09 15:00:00,Tuesday,1,Sèche,0,S038,Abidjan,43.9,P011,598,409.4,28.0,1.8,118.4,1,51.8,,5
13005,Surgelés,Légumes surgelés,11.0,2.82,34,Surgelé,Carton,2024-01-01 01:00:00,Monday,1,Sèche,0,S004,Abidjan,21.4,P005,642,282.5,30.0,2.6,224.4,0,87.5,Refusé par partenaire (qualité),2
13006,Épicerie Sèche,Conserves,6.6,2.1,49,Sec,Sachet,2024-08-10 20:00:00,Saturday,8,Pluies,0,S010,San-Pédro,11.0,P018,1272,700.9,27.5,4.6,167.4,1,36.7,,4
13007,Produits Laitiers,Lait,9.3,1.76,4,Frais,Vrac,2024-03-20 13:00:00,Wednesday,3,Sèche,1,S010,Abidjan,18.6,P009,748,599.6,29.8,0.6,14.5,1,48.3,,3
13008,Fruits & Légumes,Légumes feuilles,46.2,1.3,2,Frais,Vrac,2025-01-05 05:00:00,Sunday,1,Sèche,0,S009,Abidjan,25.5,P015,976,28.8,26.8,0.6,16.7,1,62.5,,5
13009,Surgelés,Plats préparés surgelés,40.2,2.59,45,Surgelé,Vrac,2024-10-06 21:00:00,Sunday,10,Pluies,0,S002,Korhogo,7.6,P020,716,32.6,31.7,0.2,262.9,1,30.4,,3
13010,Produits Laitiers,Beurre,44.5,2.32,3,Frais,Plastique,2024-10-06 03:00:00,Sunday,10,Pluies,0,S040,Abidjan,16.2,P001,318,240.6,29.0,19.8,24.0,1,75.1,,4
13011,Surgelés,Légumes surgelés,14.4,3.78,15,Surgelé,Sachet,2024-12-08 14:00:00,Sunday,12,Sèche,0,S007,Yamoussoukro,14.9,P005,1546,26.0,27.5,0.9,94.1,1,67.5,,5
13012,Surgelés,Légumes surgelés,35.8,2.55,39,Surgelé,Plastique,2024-01-15 02:00:00,Monday,1,Sèche,0,S020,Korhogo,6.6,P023,1720,417.1,29.9,1.2,158.6,1,54.8,,3
13013,Viande & Poisson,Boeuf,111.2,4.13,2,Frais,Carton,2024-03-26 03:00:00,Tuesday,3,Sèche,1,S038,San-Pédro,14.0,P015,1795,734.3,31.4,3.8,18.7,0,87.9,Périmé avant collecte partenaire,2
13014,Boulangerie,Pâtisserie,58.7,1.42,1,Ambiante,Carton,2024-05-21 10:00:00,Tuesday,5,Pluies,0,S019,Abidjan,2.3,P009,373,478.6,25.2,5.7,11.1,1,50.3,,4
13015,Viande & Poisson,Volaille,21.0,3.73,2,Frais,Plastique,2024-07-21 21:00:00,Sunday,7,Pluies,0,S001,Yamoussoukro,35.3,P025,1699,33.5,24.2,0.8,17.8,1,52.3,,5
13016,Viande & Poisson,Charcuterie,31.3,5.71,2,Frais,Sachet,2024-11-30 21:00:00,Saturday,11,Sèche,0,S035,Abidjan,12.9,P024,1434,696.1,28.6,2.7,15.6,1,43.1,,3
13017,Boulangerie,Pain,27.5,1.91,1,Ambiante,Vrac,2024-10-14 02:00:00,Monday,10,Pluies,0,S037,Yamoussoukro,25.1,P009,1759,633.5,32.3,6.4,11.2,1,58.1,,4
13018,Fruits & Légumes,Légumes racines,60.3,1.3,1,Frais,Vrac,2024-09-09 19:00:00,Monday,9,Pluies,0,S018,Abidjan,26.2,P011,925,540.4,29.8,5.0,20.0,0,56.9,Périmé avant collecte partenaire,2
13019,Boulangerie,Pâtisserie,10.7,1.65,1,Ambiante,Carton,2024-04-15 02:00:00,Monday,4,Pluies,0,S012,Abidjan,20.8,P002,1938,710.7,25.2,3.7,15.3,0,54.8,Surstock partenaire (capacité pleine),1
13020,Surgelés,Viande surgelée,78.5,3.57,12,Surgelé,Plastique,2024-06-28 09:00:00,Friday,6,Pluies,0,S026,Abidjan,16.0,P017,1208,724.7,30.3,3.9,66.8,1,76.4,,4
13021,Fruits & Légumes,Légumes racines,78.3,1.25,1,Frais,Plastique,2024-06-16 03:00:00,Sunday,6,Pluies,0,S034,Abidjan,22.8,P003,1064,731.2,29.1,7.4,12.0,1,39.1,,4
13022,Boulangerie,Pain,8.2,1.79,1,Ambiante,Vrac,2024-05-16 16:00:00,Thursday,5,Pluies,0,S016,Abidjan,33.6,P014,1681,354.8,28.2,0.9,20.4,0,61.0,Surstock partenaire (capacité pleine),1
13023,Fruits & Légumes,Fruits à noyau,60.0,1.38,3,Frais,Sachet,2024-07-29 15:00:00,Monday,7,Pluies,0,S017,Abidjan,25.9,P014,513,251.6,32.7,5.8,22.3,1,50.4,,3
13024,Surgelés,Plats préparés surgelés,19.7,3.69,4,Surgelé,Sachet,2024-10-19 13:00:00,Saturday,10,Pluies,0,S014,Abidjan,16.5,P005,1966,560.5,28.6,2.1,24.3,1,66.4,,3
13025,Fruits & Légumes,Légumes racines,48.0,1.21,2,Frais,Plastique,2024-05-15 12:00:00,Wednesday,5,Pluies,0,S015,Abidjan,19.5,P010,1372,577.7,29.6,15.3,19.7,1,40.2,,3
13026,Surgelés,Viande surgelée,31.2,3.59,17,Surgelé,Vrac,2024-01-13 10:00:00,Saturday,1,Sèche,0,S025,Abidjan,13.9,P004,381,44.0,29.4,1.2,92.4,1,73.2,,4
13027,Viande & Poisson,Volaille,49.0,4.63,2,Frais,Carton,2024-11-08 04:00:00,Friday,11,Sèche,0,S018,Yamoussoukro,39.4,P007,610,99.9,29.1,1.1,29.6,0,83.4,Périmé avant collecte partenaire,2
13028,Produits Laitiers,Lait,8.8,2.49,3,Frais,Carton,2024-05-20 05:00:00,Monday,5,Pluies,0,S040,Abidjan,24.9,P004,96,48.6,31.0,5.8,25.1,1,63.6,,4
13029,Épicerie Sèche,Céréales,30.8,1.83,13,Sec,Vrac,2024-02-08 08:00:00,Thursday,2,Sèche,0,S013,Yamoussoukro,43.4,P020,1507,70.9,26.1,0.5,91.1,1,38.6,,3
13030,Fruits & Légumes,Fruits à noyau,19.2,1.0,2,Frais,Plastique,2025-06-18 08:00:00,Wednesday,6,Pluies,0,S038,Yamoussoukro,1.1,P005,1508,127.6,31.9,1.9,27.3,0,59.0,Périmé avant collecte partenaire,2
13031,Produits Laitiers,Yaourt,13.2,1.87,1,Frais,Sachet,2024-09-08 15:00:00,Sunday,9,Pluies,0,S015,Abidjan,20.6,P023,1425,595.1,28.2,1.9,20.7,0,89.0,Surstock partenaire (capacité pleine),2
13032,Surgelés,Plats préparés surgelés,16.2,2.73,8,Surgelé,Plastique,2024-12-20 22:00:00,Friday,12,Sèche,1,S017,Abidjan,29.5,P014,1290,293.7,30.7,2.1,21.9,1,44.9,,3
13033,Viande & Poisson,Volaille,37.8,5.81,2,Frais,Carton,2025-04-13 19:00:00,Sunday,4,Pluies,0,S008,Korhogo,40.4,P023,1640,550.3,28.0,1.3,20.7,1,50.5,,2
13034,Épicerie Sèche,Conserves,13.9,2.07,55,Sec,Plastique,2025-06-03 05:00:00,Tuesday,6,Pluies,0,S036,Korhogo,9.1,P025,1400,632.6,29.7,0.7,306.6,1,37.4,,5
13035,Produits Laitiers,Fromage,34.7,2.44,2,Frais,Vrac,2024-12-02 21:00:00,Monday,12,Sèche,0,S027,Yamoussoukro,2.2,P024,1773,175.9,27.1,10.8,12.6,1,75.0,,3
13036,Fruits & Légumes,Fruits à noyau,10.3,1.56,3,Frais,Plastique,2024-12-06 23:00:00,Friday,12,Sèche,0,S037,Korhogo,7.7,P021,622,310.0,27.6,7.5,30.9,0,50.2,Refusé par partenaire (qualité),2
13037,Viande & Poisson,Charcuterie,30.5,4.16,2,Frais,Sachet,2024-02-24 10:00:00,Saturday,2,Sèche,0,S021,Abidjan,28.1,P010,1689,96.7,35.2,10.8,17.6,1,70.8,,3
13038,Viande & Poisson,Boeuf,29.3,3.93,2,Frais,Carton,2025-06-17 09:00:00,Tuesday,6,Pluies,0,S030,Abidjan,44.7,P003,1782,736.6,29.0,2.6,17.0,1,31.1,,4
13039,Viande & Poisson,Boeuf,36.4,4.54,1,Frais,Sachet,2025-02-07 00:00:00,Friday,2,Sèche,0,S010,Yamoussoukro,43.8,P020,811,401.5,26.9,6.0,12.1,1,37.8,,4
13040,Boulangerie,Pâtisserie,2.9,1.76,1,Ambiante,Sachet,2025-01-14 22:00:00,Tuesday,1,Sèche,0,S038,Abidjan,1.0,P021,1021,411.0,32.2,11.1,16.7,0,86.4,Refusé par partenaire (qualité),2
13041,Surgelés,Viande surgelée,36.1,2.82,29,Surgelé,Carton,2024-07-27 00:00:00,Saturday,7,Pluies,0,S040,Korhogo,10.9,P015,1188,452.0,27.3,0.4,158.8,1,46.4,,5
13042,Épicerie Sèche,Conserves,10.2,2.05,6,Sec,Sachet,2024-01-16 21:00:00,Tuesday,1,Sèche,0,S040,Bouaké,37.7,P021,162,774.3,31.4,1.2,39.0,1,59.2,,3
13043,Surgelés,Légumes surgelés,24.8,3.59,13,Surgelé,Vrac,2025-01-29 02:00:00,Wednesday,1,Sèche,0,S030,Abidjan,35.5,P019,827,791.2,29.4,0.4,88.8,1,73.6,,2
13044,Fruits & Légumes,Fruits à noyau,32.6,1.24,3,Frais,Sachet,2024-01-30 19:00:00,Tuesday,1,Sèche,0,S003,Yamoussoukro,26.1,P012,754,724.9,31.4,4.0,33.0,0,67.9,Refusé par partenaire (qualité),3
13045,Fruits & Légumes,Légumes feuilles,13.5,1.25,1,Frais,Sachet,2025-03-18 02:00:00,Tuesday,3,Sèche,1,S013,Bouaké,44.7,P017,209,190.6,29.5,3.3,13.5,0,80.3,Problème logistique / retard transport,3
13046,Fruits & Légumes,Fruits à coque,10.1,1.3,3,Frais,Plastique,2024-06-13 18:00:00,Thursday,6,Pluies,0,S003,Korhogo,27.8,P005,1698,82.5,32.4,9.9,45.0,0,64.1,Surstock partenaire (capacité pleine),2
13047,Fruits & Légumes,Agrumes,37.9,1.29,1,Frais,Vrac,2024-10-13 22:00:00,Sunday,10,Pluies,0,S022,Bouaké,9.2,P007,332,42.9,30.3,4.4,11.1,1,71.6,,3
13048,Fruits & Légumes,Légumes racines,59.4,1.09,1,Frais,Plastique,2024-09-19 16:00:00,Thursday,9,Pluies,0,S024,Bouaké,20.0,P011,349,93.7,28.6,0.9,11.0,1,34.7,,2
13049,Produits Laitiers,Yaourt,4.5,2.28,2,Frais,Plastique,2024-10-05 22:00:00,Saturday,10,Pluies,0,S040,Abidjan,34.1,P019,1032,678.9,25.4,0.6,14.4,1,38.5,,3
13050,Fruits & Légumes,Légumes racines,16.0,1.14,3,Frais,Carton,2024-08-05 05:00:00,Monday,8,Pluies,0,S003,San-Pédro,39.6,P024,1462,626.2,25.4,3.6,23.4,1,79.5,,4
13051,Surgelés,Viande surgelée,45.7,3.79,48,Surgelé,Carton,2024-06-27 20:00:00,Thursday,6,Pluies,0,S003,Abidjan,21.1,P013,699,639.8,28.2,0.8,194.4,1,50.0,,4
13052,Surgelés,Viande surgelée,51.9,3.8,43,Surgelé,Carton,2024-09-28 08:00:00,Saturday,9,Pluies,0,S019,Bouaké,18.5,P015,1263,469.8,23.6,1.1,151.0,1,75.1,,3
13053,Fruits & Légumes,Fruits à noyau,26.1,1.42,1,Frais,Carton,2024-10-24 03:00:00,Thursday,10,Pluies,0,S024,Abidjan,16.1,P017,1189,696.0,23.3,10.5,11.6,1,31.0,,4
13054,Produits Laitiers,Fromage,30.4,2.3,1,Frais,Vrac,2024-01-03 06:00:00,Wednesday,1,Sèche,0,S036,Abidjan,39.4,P023,533,177.0,32.5,0.6,19.6,0,64.8,Refusé par partenaire (qualité),2
13055,Boulangerie,Viennoiserie,26.6,1.35,1,Ambiante,Carton,2024-11-26 17:00:00,Tuesday,11,Sèche,0,S023,San-Pédro,33.6,P014,1447,455.9,30.5,0.9,11.0,1,60.7,,2
13056,Épicerie Sèche,Céréales,25.7,1.92,69,Sec,Carton,2025-03-27 22:00:00,Thursday,3,Sèche,1,S038,Abidjan,22.5,P010,363,261.2,28.4,1.3,444.3,0,52.9,Surstock partenaire (capacité pleine),1
13057,Fruits & Légumes,Fruits à coque,27.0,1.04,1,Frais,Plastique,2024-08-13 17:00:00,Tuesday,8,Pluies,0,S026,Bouaké,35.8,P018,1353,409.1,28.3,0.7,15.7,0,55.7,Refusé par partenaire (qualité),2
13058,Surgelés,Viande surgelée,32.2,3.06,38,Surgelé,Plastique,2024-02-10 01:00:00,Saturday,2,Sèche,0,S025,Bouaké,14.2,P018,224,79.7,38.0,1.1,170.8,1,56.0,,3
13059,Épicerie Sèche,Céréales,17.8,2.1,1,Sec,Carton,2024-03-09 10:00:00,Saturday,3,Sèche,1,S011,Abidjan,23.3,P024,859,153.0,23.0,1.3,7.0,1,47.8,,5
13060,Produits Laitiers,Beurre,8.4,1.98,4,Frais,Vrac,2024-04-25 06:00:00,Thursday,4,Pluies,0,S002,Abidjan,40.8,P023,1449,166.9,26.4,0.5,48.3,0,63.8,Refusé par partenaire (qualité),2
13061,Produits Laitiers,Yaourt,6.1,2.53,5,Frais,Plastique,2024-12-19 08:00:00,Thursday,12,Sèche,0,S009,Bouaké,8.9,P019,922,108.2,31.7,5.4,30.0,1,52.4,,3
13062,Boulangerie,Pâtisserie,39.3,1.67,1,Ambiante,Plastique,2024-10-31 09:00:00,Thursday,10,Pluies,0,S001,San-Pédro,33.1,P021,532,170.7,37.9,1.9,18.1,0,50.3,Refusé par partenaire (qualité),2
13063,Produits Laitiers,Beurre,17.0,1.78,2,Frais,Plastique,2024-04-02 01:00:00,Tuesday,4,Pluies,1,S005,Bouaké,18.2,P019,1472,698.6,30.0,17.1,15.1,1,55.6,,3
13064,Viande & Poisson,Volaille,51.3,5.01,1,Frais,Vrac,2024-05-08 01:00:00,Wednesday,5,Pluies,0,S007,Abidjan,8.1,P013,1341,732.4,27.0,16.3,17.4,0,56.4,Périmé avant collecte partenaire,2
13065,Boulangerie,Viennoiserie,21.9,1.38,2,Ambiante,Plastique,2024-12-03 19:00:00,Tuesday,12,Sèche,0,S038,Abidjan,13.1,P023,931,510.4,28.0,8.0,19.4,1,34.3,,5
13066,Produits Laitiers,Fromage,49.8,2.22,1,Frais,Plastique,2024-07-04 09:00:00,Thursday,7,Pluies,0,S030,San-Pédro,37.5,P015,1837,550.4,30.9,0.9,12.6,1,74.5,,3
13067,Boulangerie,Pâtisserie,68.8,1.4,2,Ambiante,Vrac,2025-03-21 05:00:00,Friday,3,Sèche,1,S035,Abidjan,42.9,P002,341,468.4,24.5,3.1,24.8,0,64.1,Périmé avant collecte partenaire,1
13068,Fruits & Légumes,Légumes feuilles,15.0,1.41,3,Frais,Plastique,2024-03-06 12:00:00,Wednesday,3,Sèche,1,S001,Bouaké,33.3,P020,347,242.0,28.2,2.5,17.4,1,76.5,,3
13069,Boulangerie,Viennoiserie,14.2,1.22,1,Ambiante,Vrac,2024-12-18 14:00:00,Wednesday,12,Sèche,0,S011,Yamoussoukro,29.1,P003,1678,473.9,29.9,0.6,10.2,1,71.6,,3
13070,Produits Laitiers,Lait,13.4,2.09,3,Frais,Plastique,2025-01-24 01:00:00,Friday,1,Sèche,0,S017,Yamoussoukro,29.1,P021,1088,466.2,29.0,5.1,37.8,0,78.3,Périmé avant collecte partenaire,3
13071,Produits Laitiers,Fromage,12.2,1.93,1,Frais,Plastique,2024-08-21 05:00:00,Wednesday,8,Pluies,0,S004,Yamoussoukro,22.8,P013,224,477.4,28.5,0.9,11.0,1,73.3,,2
13072,Fruits & Légumes,Légumes racines,34.6,1.17,1,Frais,Carton,2025-02-18 20:00:00,Tuesday,2,Sèche,0,S002,Abidjan,7.8,P023,631,177.4,26.4,7.3,9.6,1,54.6,,4
13073,Produits Laitiers,Lait,7.3,2.1,3,Frais,Carton,2024-06-02 02:00:00,Sunday,6,Pluies,0,S009,Yamoussoukro,3.3,P019,1512,254.7,27.3,3.2,21.1,1,42.6,,3
13074,Fruits & Légumes,Fruits à coque,17.7,1.37,1,Frais,Plastique,2024-05-18 02:00:00,Saturday,5,Pluies,0,S010,Abidjan,24.5,P021,1585,448.5,26.3,8.2,22.0,0,56.9,Périmé avant collecte partenaire,1
13075,Fruits & Légumes,Agrumes,31.0,1.39,1,Frais,Vrac,2024-06-25 12:00:00,Tuesday,6,Pluies,0,S022,San-Pédro,34.7,P001,1764,655.2,28.2,0.0,12.9,1,34.2,,5
13076,Produits Laitiers,Lait,52.1,2.54,2,Frais,Carton,2025-06-15 09:00:00,Sunday,6,Pluies,0,S026,San-Pédro,19.6,P006,907,527.0,27.2,2.4,13.7,1,65.0,,4
13077,Produits Laitiers,Yaourt,21.8,1.8,4,Frais,Plastique,2024-04-30 04:00:00,Tuesday,4,Pluies,0,S023,Abidjan,26.0,P003,1631,77.4,27.0,5.9,31.8,1,62.4,,3
13078,Surgelés,Viande surgelée,21.6,3.21,46,Surgelé,Sachet,2024-04-04 04:00:00,Thursday,4,Pluies,1,S011,Abidjan,20.9,P024,1084,699.4,29.6,3.4,144.9,1,76.3,,3
13079,Surgelés,Légumes surgelés,48.2,3.01,23,Surgelé,Plastique,2025-02-20 01:00:00,Thursday,2,Sèche,1,S012,Abidjan,34.5,P019,113,633.7,30.8,6.6,94.1,1,59.6,,4
13080,Épicerie Sèche,Céréales,42.0,1.51,8,Sec,Carton,2025-06-28 12:00:00,Saturday,6,Pluies,0,S026,Abidjan,11.5,P001,345,167.3,26.3,0.7,47.1,1,61.0,,4
13081,Viande & Poisson,Poisson frais,45.0,3.92,1,Frais,Carton,2024-10-24 08:00:00,Thursday,10,Pluies,0,S008,Abidjan,14.6,P007,1649,581.1,28.2,2.2,19.9,0,78.6,Refusé par partenaire (qualité),2
13082,Surgelés,Plats préparés surgelés,19.2,2.6,22,Surgelé,Plastique,2025-01-11 11:00:00,Saturday,1,Sèche,0,S001,Yamoussoukro,15.6,P021,852,440.4,26.4,1.4,220.5,0,55.0,Refusé par partenaire (qualité),1
13083,Épicerie Sèche,Riz,9.7,2.24,15,Sec,Plastique,2024-06-28 06:00:00,Friday,6,Pluies,0,S008,Abidjan,32.1,P022,1091,655.7,33.9,6.4,66.0,1,34.4,,3
13084,Produits Laitiers,Lait,36.9,1.91,2,Frais,Plastique,2025-05-20 06:00:00,Tuesday,5,Pluies,0,S038,Yamoussoukro,34.4,P022,1281,220.8,28.6,4.4,19.3,1,38.5,,3
13085,Produits Laitiers,Fromage,37.1,2.56,2,Frais,Carton,2024-08-26 08:00:00,Monday,8,Pluies,0,S024,Bouaké,16.4,P014,522,626.7,29.2,10.2,16.6,1,57.3,,4
13086,Fruits & Légumes,Légumes feuilles,24.0,1.42,1,Frais,Carton,2024-02-17 04:00:00,Saturday,2,Sèche,0,S038,San-Pédro,33.4,P017,519,593.3,29.9,2.0,10.0,1,49.0,,3
13087,Épicerie Sèche,Riz,3.0,1.83,33,Sec,Sachet,2024-04-13 16:00:00,Saturday,4,Pluies,0,S021,Yamoussoukro,1.3,P013,1773,543.6,31.5,1.6,151.7,0,67.7,Surstock partenaire (capacité pleine),1
13088,Produits Laitiers,Beurre,14.9,2.43,4,Frais,Sachet,2024-08-09 18:00:00,Friday,8,Pluies,0,S021,San-Pédro,9.3,P006,1430,86.5,29.0,3.2,27.9,1,38.3,,3
13089,Viande & Poisson,Volaille,68.8,4.56,1,Frais,Plastique,2025-01-22 04:00:00,Wednesday,1,Sèche,0,S017,Abidjan,12.6,P014,1840,463.9,26.9,4.3,14.6,0,87.3,Surstock partenaire (capacité pleine),3
13090,Produits Laitiers,Fromage,16.0,2.46,3,Frais,Carton,2024-11-03 17:00:00,Sunday,11,Sèche,0,S009,Yamoussoukro,4.9,P002,1072,426.7,28.4,5.9,22.1,1,44.8,,4
13091,Surgelés,Viande surgelée,19.5,3.05,3,Surgelé,Plastique,2024-12-11 14:00:00,Wednesday,12,Sèche,0,S029,Yamoussoukro,25.6,P016,1341,544.8,25.0,2.9,32.8,0,66.5,Refusé par partenaire (qualité),1
13092,Fruits & Légumes,Légumes racines,6.1,1.09,2,Frais,Vrac,2025-02-07 01:00:00,Friday,2,Sèche,0,S003,Korhogo,6.4,P015,1145,507.8,31.7,0.3,10.6,1,69.4,,3
13093,Épicerie Sèche,Céréales,5.9,1.52,19,Sec,Plastique,2025-02-03 06:00:00,Monday,2,Sèche,0,S016,Yamoussoukro,44.0,P010,1114,420.1,31.6,1.5,90.2,1,62.9,,5
13094,Produits Laitiers,Yaourt,47.5,1.75,4,Frais,Vrac,2024-11-08 05:00:00,Friday,11,Sèche,0,S036,Bouaké,36.4,P016,836,551.8,25.4,0.4,24.0,1,73.0,,4
13095,Épicerie Sèche,Céréales,6.7,1.95,23,Sec,Vrac,2025-04-02 11:00:00,Wednesday,4,Pluies,0,S007,Korhogo,5.7,P006,322,28.3,32.4,7.3,89.9,1,72.7,,4
13096,Surgelés,Légumes surgelés,11.1,3.54,36,Surgelé,Sachet,2024-12-17 19:00:00,Tuesday,12,Sèche,0,S030,Korhogo,43.0,P022,489,376.1,32.6,4.7,182.6,1,68.4,,4
13097,Boulangerie,Viennoiserie,45.7,1.63,1,Ambiante,Plastique,2025-05-03 17:00:00,Saturday,5,Pluies,0,S032,Yamoussoukro,30.0,P017,296,554.0,28.4,1.2,16.6,0,60.1,Refusé par partenaire (qualité),2
13098,Boulangerie,Pain,23.9,1.21,1,Ambiante,Carton,2024-03-22 20:00:00,Friday,3,Sèche,1,S001,Abidjan,31.5,P002,143,651.8,33.7,7.9,8.4,1,77.7,,3
13099,Boulangerie,Pâtisserie,12.1,1.52,1,Ambiante,Carton,2024-12-03 14:00:00,Tuesday,12,Sèche,0,S018,Abidjan,16.5,P021,573,404.6,30.3,3.2,16.3,0,83.3,Périmé avant collecte partenaire,1
13100,Viande & Poisson,Volaille,14.9,5.77,2,Frais,Vrac,2025-05-18 05:00:00,Sunday,5,Pluies,0,S029,Korhogo,9.2,P001,1729,568.5,32.7,3.7,15.1,1,50.0,,5
13101,Boulangerie,Pain,20.5,1.55,1,Ambiante,Sachet,2024-05-10 12:00:00,Friday,5,Pluies,0,S036,Bouaké,34.7,P012,541,51.1,30.0,3.9,11.9,1,34.8,,5
13102,Épicerie Sèche,Pâtes,19.7,1.86,51,Sec,Plastique,2025-02-13 10:00:00,Thursday,2,Sèche,0,S007,Abidjan,5.8,P012,200,606.1,33.9,5.9,198.5,1,35.9,,5
13103,Viande & Poisson,Charcuterie,23.5,4.69,1,Frais,Carton,2024-12-12 10:00:00,Thursday,12,Sèche,0,S032,Abidjan,22.0,P025,700,627.6,27.3,2.6,12.5,1,42.6,,4
13104,Boulangerie,Pâtisserie,18.9,1.35,1,Ambiante,Vrac,2024-11-29 19:00:00,Friday,11,Sèche,0,S037,Abidjan,5.7,P018,1077,581.8,26.0,2.3,10.6,1,69.8,,2
13105,Épicerie Sèche,Conserves,13.7,1.96,24,Sec,Carton,2024-04-08 16:00:00,Monday,4,Pluies,1,S019,Abidjan,43.6,P017,1177,623.7,28.7,0.7,209.9,0,81.5,Périmé avant collecte partenaire,1
13106,Produits Laitiers,Yaourt,20.0,1.75,4,Frais,Carton,2025-03-05 10:00:00,Wednesday,3,Sèche,1,S030,Abidjan,7.9,P019,58,303.1,34.1,0.3,22.6,0,56.2,Problème logistique / retard transport,1
13107,Viande & Poisson,Boeuf,87.9,4.38,1,Frais,Carton,2024-06-25 00:00:00,Tuesday,6,Pluies,0,S010,Abidjan,17.5,P014,514,623.6,24.2,14.3,9.7,1,30.4,,4
13108,Boulangerie,Viennoiserie,11.8,1.75,1,Ambiante,Plastique,2025-03-11 07:00:00,Tuesday,3,Sèche,1,S032,San-Pédro,43.8,P007,109,290.3,27.4,5.7,9.7,1,68.4,,3
13109,Surgelés,Légumes surgelés,34.4,3.27,17,Surgelé,Plastique,2024-07-14 08:00:00,Sunday,7,Pluies,0,S007,Bouaké,25.9,P013,1974,715.9,27.6,10.8,97.7,1,55.3,,3
13110,Produits Laitiers,Beurre,15.8,2.27,2,Frais,Plastique,2024-09-29 16:00:00,Sunday,9,Pluies,0,S038,Bouaké,24.6,P004,321,731.6,30.3,1.5,18.2,1,75.7,,4
13111,Produits Laitiers,Beurre,7.2,2.31,5,Frais,Vrac,2025-02-25 09:00:00,Tuesday,2,Sèche,1,S029,Bouaké,14.1,P003,625,130.7,30.6,3.3,29.2,1,72.2,,3
13112,Produits Laitiers,Yaourt,16.2,2.33,4,Frais,Vrac,2024-12-28 17:00:00,Saturday,12,Sèche,1,S025,Korhogo,12.9,P010,358,507.3,28.9,6.3,19.9,1,67.9,,3
13113,Produits Laitiers,Beurre,37.2,1.89,2,Frais,Vrac,2024-06-11 02:00:00,Tuesday,6,Pluies,0,S017,Yamoussoukro,32.6,P006,1038,591.3,21.4,8.1,26.0,0,81.8,Périmé avant collecte partenaire,1
13114,Produits Laitiers,Fromage,84.8,2.35,3,Frais,Vrac,2025-05-03 16:00:00,Saturday,5,Pluies,0,S021,Abidjan,12.7,P008,1359,289.7,30.6,3.0,21.1,1,33.2,,5
13115,Surgelés,Légumes surgelés,29.4,3.71,5,Surgelé,Sachet,2024-12-19 01:00:00,Thursday,12,Sèche,0,S031,Abidjan,9.6,P013,307,674.1,26.2,3.4,30.3,1,73.5,,3
13116,Fruits & Légumes,Agrumes,31.4,0.97,3,Frais,Vrac,2025-03-22 13:00:00,Saturday,3,Sèche,1,S036,Abidjan,9.4,P020,1212,563.1,28.7,9.7,11.5,1,36.0,,3
13117,Fruits & Légumes,Légumes feuilles,81.3,1.24,1,Frais,Plastique,2025-04-07 23:00:00,Monday,4,Pluies,0,S021,Abidjan,17.6,P025,1473,457.4,31.4,1.5,18.4,0,79.0,Périmé avant collecte partenaire,3
13118,Produits Laitiers,Yaourt,196.2,2.19,2,Frais,Carton,2025-06-06 20:00:00,Friday,6,Pluies,0,S005,San-Pédro,37.4,P002,1892,28.7,32.5,2.0,13.9,1,67.6,,4
13119,Produits Laitiers,Beurre,27.9,2.06,4,Frais,Plastique,2024-01-06 21:00:00,Saturday,1,Sèche,0,S012,Abidjan,33.0,P025,1398,208.9,26.8,2.9,27.3,1,36.3,,3
